carat,cut_ord,color_ord,clarity_ord,depth,table,log_price,price
0.24,2,4,6,61.7,56.0,6.184148890937483,485
1.7,2,2,1,63.8,55.0,9.184509611941662,9745
0.4,3,5,7,61.3,58.0,7.365180126021013,1580
1.03,2,2,4,61.9,59.0,8.747352077624353,6294
0.71,4,4,2,60.9,56.0,7.755767170102998,2335
0.31,3,2,2,61.1,55.0,6.35088571671474,573
0.39,3,3,4,62.4,57.0,7.00033446027523,1097
0.32,4,5,3,61.6,55.0,6.802394763324311,900
0.7,3,5,1,60.6,58.0,7.80057265467065,2442
1.03,4,4,5,61.6,56.0,9.071193240566025,8701
0.41,4,4,1,62.0,53.0,6.416732282512326,612
1.21,3,1,1,62.3,59.0,8.452334619067742,4686
0.41,4,3,3,62.5,54.0,6.966967138613983,1061
0.9,3,1,2,63.0,58.0,7.95892649305011,2861
0.5,1,6,7,63.2,59.0,8.125039097367745,3378
0.33,3,3,5,61.0,58.0,6.62273632394984,752
0.7,2,3,4,61.7,59.0,7.892078421248119,2676
1.0,2,6,1,60.8,63.0,8.285261134068948,3965
2.01,3,2,1,60.8,59.0,9.427304872213677,12423
1.02,4,2,1,60.7,57.0,8.388905171114706,4398
0.71,4,3,3,62.4,57.0,7.83002808253384,2515
0.71,4,5,6,61.9,55.0,8.300776960851454,4027
0.57,3,4,3,59.5,60.0,7.473069088032197,1760
0.57,4,3,2,62.1,55.0,7.273092595999522,1441
0.4,4,4,3,62.6,56.0,6.672032945461067,790
0.75,1,6,1,57.6,56.0,7.983781068977451,2933
0.55,4,2,5,61.6,55.0,7.419380582918692,1668
0.71,4,5,2,60.5,56.0,7.945555428253489,2823
0.33,4,2,4,60.2,57.0,6.610696044717759,743
0.32,4,3,3,62.0,57.0,6.579251212010101,720
0.4,4,3,5,62.4,56.0,6.889591308354466,982
2.72,4,0,1,62.1,56.0,9.787009914477434,17801
1.51,1,1,4,63.6,57.0,9.167537249650874,9581
0.3,4,3,1,61.4,56.0,6.045005314036012,422
0.58,4,2,2,61.9,59.0,7.236339342754344,1389
0.77,4,6,2,62.6,57.0,7.971776122880628,2898
1.01,2,3,3,61.6,58.0,8.685922794690725,5919
0.3,4,5,3,61.4,56.0,6.431331081933479,621
1.51,3,0,2,60.6,57.0,8.889446165318288,7255
0.7,4,5,4,61.2,56.0,8.294049640102028,4000
1.05,3,6,2,60.5,60.0,8.659039915644474,5762
0.35,4,5,6,62.0,56.0,7.017506142941256,1116
0.91,4,5,1,61.5,56.0,8.268218880067506,3898
0.29,2,3,3,62.0,55.0,6.154858094016418,471
0.52,2,3,2,60.6,61.0,7.057036981697891,1161
0.6,0,3,2,65.7,55.0,7.087573705557973,1197
1.01,2,5,3,62.2,58.0,8.782936356349264,6522
1.51,2,3,5,63.6,57.0,9.51044496442652,13500
1.24,4,1,2,60.6,59.0,8.761080103868347,6381
0.91,4,1,1,61.6,57.0,8.000014093678072,2981
0.4,2,3,2,58.3,62.0,6.455198563340122,636
1.02,4,3,4,62.4,57.0,8.914626127827137,7440
0.42,3,3,4,60.5,59.0,6.891625897052253,984
0.44,4,3,7,62.2,53.0,7.206377291472252,1348
1.61,4,6,3,62.0,55.0,9.815639461962933,18318
0.6,0,3,5,57.9,67.0,7.681099001536359,2167
1.01,1,4,1,63.2,58.0,8.347827345782498,4221
0.77,4,2,5,61.3,56.0,8.217978203150732,3707
0.76,4,3,3,61.3,56.0,7.930925372483388,2782
2.14,2,1,3,62.8,59.0,9.676022175572895,15931
0.7,1,3,2,64.0,55.0,7.557472901614746,1915
1.07,2,5,1,61.7,58.0,8.576216531865699,5304
1.29,3,3,3,61.9,58.0,9.051344640485725,8530
0.3,4,4,4,61.9,55.1,6.480044561926653,652
0.91,2,1,3,61.0,57.0,8.20631072579402,3664
0.4,2,4,5,62.9,55.0,6.879355804460439,972
1.58,2,2,3,61.4,60.0,9.269363712425644,10608
0.41,4,3,5,61.3,56.0,6.98100574072173,1076
0.33,3,3,3,61.9,59.0,6.361302477572996,579
0.5,4,4,2,62.0,55.0,7.1731917424865985,1304
0.52,4,6,3,61.4,56.0,7.416979621381154,1664
1.29,2,0,1,63.5,57.0,8.264620829411216,3884
0.29,3,3,6,62.0,58.0,6.505784060128229,669
1.44,2,2,1,58.2,61.0,8.871785969150645,7128
0.53,4,4,5,60.8,56.0,7.67786350067821,2160
0.59,3,5,3,60.1,59.0,7.8547691834991324,2578
0.67,3,3,2,60.5,60.0,7.5569505720129,1914
0.35,4,0,3,61.8,55.0,6.100318952020064,446
0.9,0,2,2,61.4,61.0,8.096208271650037,3282
1.25,3,2,4,62.7,59.0,8.899457906353966,7328
0.52,2,2,3,62.0,57.0,7.161622002939187,1289
1.59,3,2,2,60.6,60.0,9.263122557415151,10542
0.79,3,5,3,60.6,53.0,7.964155718840937,2876
0.3,4,5,3,61.3,57.0,6.431331081933479,621
0.3,4,4,6,62.4,56.0,7.01571242048723,1114
0.52,4,6,2,60.9,57.0,7.3777589082278725,1600
0.42,4,2,2,61.7,55.0,6.785587645007929,885
0.9,3,3,3,60.0,59.0,8.39479954320217,4424
0.51,4,2,2,62.1,55.0,7.193685818395112,1331
0.36,3,4,3,60.5,60.0,6.587550014824796,726
1.56,4,2,3,61.5,56.0,9.352794339771116,11531
0.93,4,5,2,62.2,55.0,8.383433201236713,4374
0.53,4,5,3,60.9,59.0,7.382124365737512,1607
0.7,3,5,4,61.8,58.0,8.011686729127847,3016
0.7,4,4,5,61.2,56.0,8.322151070212902,4114
0.26,2,4,5,60.0,59.0,6.391917113392602,597
0.3,1,3,4,63.6,54.0,6.405228458030842,605
0.9,4,2,4,62.0,54.0,8.519789817263504,5013
0.34,3,2,1,58.6,62.0,6.284134161070802,536
0.73,4,2,2,62.6,57.0,7.749322464660356,2320
0.4,1,5,2,63.2,56.0,6.532334292222349,687
0.38,3,6,3,58.8,61.0,7.018401799069201,1117
0.71,3,6,3,59.2,59.0,8.076204527239026,3217
0.33,4,6,6,61.0,55.0,7.069874128458572,1176
0.72,3,2,2,62.2,57.0,7.745435610274381,2311
0.32,4,5,5,61.1,55.0,6.78332520060396,883
0.83,3,3,4,58.8,58.0,8.189244525735901,3602
0.71,1,2,2,64.0,61.0,7.6760099320288875,2156
0.43,4,3,7,62.4,54.0,7.183870715062453,1318
0.35,3,4,3,62.1,60.0,6.80903930604298,906
1.5,2,2,2,63.4,57.0,8.950014029534257,7708
0.72,2,0,1,60.1,58.0,7.488852955733459,1788
0.31,3,2,2,62.8,58.0,6.324358962381311,558
0.34,4,1,6,61.8,56.0,6.439350371100098,626
1.01,1,4,4,61.2,56.0,8.82834762005316,6825
0.33,4,5,6,61.5,56.0,6.891625897052253,984
0.38,2,6,2,61.3,57.0,6.55250788703459,701
0.31,1,4,3,63.9,56.0,6.687108607866515,802
0.61,2,5,7,61.7,58.0,8.112827478751374,3337
0.42,4,3,5,60.7,55.0,6.93828448401696,1031
0.4,4,6,3,62.8,56.0,6.822197390620491,918
1.27,4,3,3,61.9,57.0,9.15788851197376,9489
0.41,4,5,1,62.8,57.0,6.775366090936392,876
1.72,3,2,2,62.0,57.0,9.164401140034737,9551
0.3,4,2,7,61.3,58.0,6.638567789166521,764
0.3,4,6,3,62.3,56.0,6.423246963533519,616
1.24,4,2,4,61.6,56.0,9.023890304598448,8299
0.71,4,3,6,61.1,57.0,8.282735880201754,3955
0.3,1,4,4,63.7,56.0,6.345636360828596,570
0.72,3,5,3,62.4,59.0,7.945201132412759,2822
2.01,2,2,1,63.1,59.0,9.228573140237243,10184
0.36,4,6,2,62.5,56.0,6.7464121285733745,851
0.79,4,2,3,62.0,56.0,7.995306620290822,2967
0.41,2,3,5,61.6,56.0,6.914730892718563,1007
0.35,4,2,6,60.9,57.0,6.650279048587422,773
0.34,4,5,1,62.0,56.0,6.416732282512326,612
0.71,2,4,6,61.8,58.0,8.213923595622743,3692
0.32,4,2,6,61.9,55.0,6.593044534142437,730
1.01,1,5,2,64.3,59.0,8.469262657658687,4766
0.32,3,1,3,62.2,59.0,6.3561076606958915,576
0.41,3,6,1,62.4,60.0,6.52649485957079,683
0.67,4,3,7,61.6,55.0,8.092851027538384,3271
0.41,4,1,4,60.9,53.0,6.876264611890766,969
0.5,1,0,3,57.7,60.0,6.870053411798126,963
0.7,4,6,1,62.6,57.0,7.771910256435763,2373
0.91,2,3,1,63.3,57.0,8.096208271650037,3282
1.07,3,4,1,60.8,58.0,8.409830673087738,4491
1.53,4,1,3,62.3,57.0,9.125762395500885,9189
0.51,4,3,4,61.9,56.0,7.412160334945205,1656
1.51,2,3,2,62.9,57.0,9.319463798994537,11153
0.37,4,5,5,62.2,56.0,6.9865664594064265,1082
0.3,3,3,4,61.9,59.0,6.405228458030842,605
1.91,1,1,1,62.8,58.0,9.299906815335225,10937
0.48,3,4,3,61.3,60.0,7.153833801578843,1279
1.16,4,2,4,62.4,56.0,8.878358040627822,7175
0.76,1,1,2,64.3,60.0,7.75190533307861,2326
0.54,4,1,6,62.7,57.0,7.427144133408616,1681
1.54,0,4,1,64.4,60.0,8.9680140012452,7848
1.39,1,4,1,63.8,55.0,8.867286523989415,7096
0.9,0,5,3,65.2,61.0,8.262300941787448,3875
0.34,4,3,6,60.4,56.0,6.70073110954781,813
1.02,4,2,3,62.0,55.0,8.645234541297121,5683
0.98,2,5,1,61.1,60.0,8.267448958304849,3895
1.25,3,2,1,62.1,58.0,8.691146498539675,5950
0.74,4,2,6,61.1,56.0,8.24380842366528,3804
0.52,4,6,2,62.2,57.0,7.450079569807499,1720
1.06,4,4,2,62.1,57.0,8.640295388550221,5655
0.73,4,5,1,59.9,57.0,7.629975707027789,2059
1.0,2,5,2,63.0,54.0,8.874168090363968,7145
2.0,2,1,2,63.6,57.0,9.550875771331766,14057
0.54,4,2,4,61.5,56.0,7.2305631534092925,1381
0.27,4,3,7,61.0,56.0,6.51025834052315,672
0.9,2,6,7,62.4,54.0,9.125000324809168,9182
0.41,4,3,7,61.0,57.0,7.220373836723949,1367
0.55,4,1,6,61.7,56.0,7.373374309910049,1593
0.41,3,5,4,60.7,58.0,7.050122520269059,1153
1.23,3,1,2,60.3,60.0,8.326758814511733,4133
0.81,3,0,2,61.4,60.0,7.558516743045645,1917
1.19,3,5,4,59.8,58.0,9.133783249254028,9263
0.53,4,5,3,60.0,57.0,7.450660796211539,1721
0.57,4,1,3,61.8,57.0,7.251344983372214,1410
1.14,1,1,2,63.5,56.0,8.455743229100015,4702
1.02,4,5,1,62.0,59.0,8.443546651247939,4645
1.17,4,1,4,62.2,53.0,8.70167907103957,6013
0.52,4,3,4,62.4,56.0,7.4318919168078,1689
0.3,3,6,2,61.7,59.0,6.5638555265321274,709
0.38,4,4,6,62.3,54.0,6.999422467507961,1096
0.55,4,2,2,62.2,54.0,6.988413181999592,1084
0.5,4,4,1,61.3,58.0,6.927557906278317,1020
1.18,3,1,1,61.7,58.0,8.423980809694058,4555
0.7,4,6,1,62.0,57.0,7.789454566086673,2415
0.31,4,5,3,61.7,57.0,6.440946540632921,627
0.71,4,5,4,60.4,57.0,8.150179269682326,3464
0.31,4,5,3,62.6,56.0,6.77078942390898,872
0.41,4,4,2,61.8,56.0,6.566672429803241,711
0.48,3,4,2,60.6,62.0,7.01211529430638,1110
1.01,1,1,2,64.1,59.0,8.209580483475577,3676
0.47,4,1,6,61.6,55.0,7.21890970761906,1365
1.0,3,2,1,60.0,62.0,8.18423477409482,3584
0.31,4,3,6,62.5,54.0,6.670766320845874,789
0.24,1,4,4,60.8,64.0,5.921578419643816,373
1.52,0,2,2,61.2,60.0,9.084550365917883,8818
0.56,4,3,2,63.0,55.0,7.160069207596127,1287
2.0,0,1,1,66.8,55.0,8.991811158212718,8037
0.7,2,2,2,58.5,65.0,7.813995675002791,2475
0.57,4,6,4,61.8,55.0,7.591861714889934,1982
0.67,1,6,1,64.7,55.0,7.416979621381154,1664
0.31,4,4,7,61.4,56.0,7.0630481633881725,1168
0.91,3,5,1,60.0,60.0,8.12533508671429,3379
0.72,3,4,3,62.7,59.0,7.865955413933502,2607
1.02,1,3,6,63.6,58.0,8.969669103793757,7861
0.3,4,5,5,61.8,56.0,6.670766320845874,789
0.5,4,2,5,60.3,58.0,7.382746449738912,1608
0.45,3,4,2,61.1,58.0,6.952728644624869,1046
1.03,4,6,2,61.6,55.0,8.666302614004078,5804
0.58,2,0,3,62.9,58.0,7.143617602704121,1266
0.53,2,5,1,63.2,54.0,7.112327444710911,1227
0.79,1,5,2,63.2,56.0,8.041412909393047,3107
1.2,4,3,4,61.9,58.0,9.172119159155985,9625
1.03,4,4,3,62.0,57.0,8.839566503657949,6902
1.01,1,4,1,64.3,59.0,8.34212526333359,4197
1.02,2,2,3,60.2,62.0,8.582044163735853,5335
0.3,4,4,3,62.1,55.0,6.405228458030842,605
0.34,4,2,6,61.6,53.0,6.621405651764134,751
1.05,4,3,6,61.2,57.0,9.097283649683886,8931
0.54,4,2,6,61.2,57.0,7.503289630675082,1814
0.26,2,1,2,59.2,60.0,6.09807428216624,445
0.7,3,6,3,60.9,57.0,7.975564658495202,2909
1.31,3,4,2,62.6,58.0,8.939187601475613,7625
0.7,1,6,2,64.2,60.0,7.739794458408701,2298
0.41,4,3,1,61.9,54.0,6.501289670540389,666
0.41,1,3,2,64.3,54.0,6.470799503782602,646
0.6,0,5,1,66.5,56.0,6.940222469119639,1033
0.32,3,1,4,62.0,58.0,6.473890696352274,648
2.09,3,1,2,60.8,59.0,9.638153883748108,15339
1.21,4,2,1,62.0,54.5,8.668024081118821,5814
0.3,2,3,5,61.3,58.0,6.52795791762255,684
1.06,4,5,2,58.8,57.0,8.678801706612651,5877
0.33,4,4,6,61.8,57.0,6.86171134048073,955
1.05,3,5,0,62.2,61.0,8.099554282376364,3293
0.9,4,0,4,62.4,56.0,8.159946655578548,3498
0.4,1,6,2,63.5,55.0,6.579251212010101,720
0.31,4,3,7,61.9,56.0,6.769641976852503,871
2.18,4,1,1,62.5,55.0,9.670924779305427,15850
0.4,3,5,1,61.4,59.0,6.501289670540389,666
0.96,0,3,0,64.5,60.0,7.63433723562832,2068
0.41,1,5,1,63.8,57.0,6.706862336602747,818
0.3,2,6,2,58.8,63.0,6.171700597410915,479
0.56,4,6,3,61.4,55.0,7.633369649679584,2066
1.03,2,6,1,61.3,61.0,8.450839690866216,4679
1.08,2,5,1,60.2,58.0,8.445911989411274,4656
0.43,1,3,3,61.8,60.7,6.792344427470809,891
0.33,1,5,2,63.8,55.0,6.610696044717759,743
1.52,4,5,3,62.4,55.0,9.638740451366843,15348
1.14,3,2,4,62.0,62.0,8.667163717992533,5809
0.51,4,3,5,61.2,55.0,7.536363938404511,1875
0.38,1,4,3,56.2,61.0,6.771935555839602,873
1.34,3,5,3,58.2,60.0,9.045465728785949,8480
0.35,1,2,2,63.2,57.0,6.222576268071369,504
0.32,4,5,2,61.9,56.0,6.329720905522696,561
0.96,2,6,1,60.0,60.0,8.308938252595778,4060
1.01,1,6,3,62.1,59.0,8.853379672927634,6998
0.89,4,3,5,61.7,55.0,8.30943074214033,4062
0.34,3,4,4,61.5,55.0,6.927557906278317,1020
1.0,0,4,4,67.0,52.0,8.51398806046729,4984
0.36,4,6,2,61.9,55.7,6.569481420414296,713
1.02,2,4,4,61.3,59.0,8.82246957226897,6785
0.31,4,4,4,61.2,57.0,6.543911845564792,695
0.5,1,4,3,59.7,63.0,7.21081845347222,1354
0.7,4,5,2,61.1,56.0,7.911324018963353,2728
0.32,4,6,3,62.3,57.0,6.879355804460439,972
1.01,2,5,1,63.3,58.0,8.397057390176256,4434
0.3,3,3,1,62.5,59.0,6.226536669287466,506
1.11,2,5,4,61.6,57.0,9.08839870117094,8852
1.1,4,6,5,62.0,57.0,9.317579122645782,11132
0.93,2,4,2,61.1,58.0,8.419359831067474,4534
1.12,4,3,4,61.5,56.0,9.012133305952004,8202
0.57,4,5,4,62.1,53.0,7.571473648851271,1942
0.35,3,5,2,61.2,58.0,6.669498089857879,788
1.01,4,3,4,62.4,56.0,8.82379514872053,6794
0.41,1,5,4,63.5,54.0,6.840546529288687,935
0.92,3,4,1,61.8,58.0,8.256866848974312,3854
1.11,3,4,2,60.4,61.0,8.535229553902337,5091
1.01,2,1,2,60.0,62.0,8.383661798791715,4375
1.03,2,3,3,62.9,56.0,8.726481196440007,6164
2.07,0,6,1,64.5,60.0,9.473934648898874,13016
0.35,3,1,2,62.5,58.0,6.156978985585555,472
0.34,4,3,2,61.8,54.4,6.274762021241939,531
1.01,1,3,1,63.7,58.0,8.256347772918016,3852
2.32,3,4,1,62.5,59.0,9.695047867587114,16237
0.71,2,5,3,60.0,59.0,7.9658927350845286,2881
0.51,4,3,1,62.0,56.0,7.080026499922591,1188
1.01,3,2,3,59.1,58.0,8.549853973655786,5166
1.05,2,2,2,63.2,59.0,8.531490496117062,5072
0.3,2,2,2,62.4,58.0,5.963579343618446,389
0.39,4,4,2,62.5,55.0,6.825460036255307,921
1.24,4,4,4,60.9,54.0,9.224046019032295,10138
0.31,4,5,6,59.5,60.0,6.618738983517219,749
1.07,3,6,3,60.9,59.0,8.981430225767635,7954
0.38,3,3,7,62.5,60.0,7.045776576879511,1148
0.9,1,6,1,64.0,59.0,8.3133619511344,4078
0.59,2,3,4,57.4,63.0,7.557472901614746,1915
0.51,2,4,2,63.7,55.0,7.147559271189454,1271
1.0,3,3,3,60.8,60.0,8.579604451537634,5322
0.54,2,4,2,61.2,55.0,7.204892510204673,1346
0.78,4,3,1,61.7,55.0,7.716906135298388,2246
0.31,4,5,7,61.8,54.0,7.101675971619444,1214
0.91,4,4,1,61.7,56.0,8.442900586834382,4642
0.81,4,5,2,61.9,55.0,8.272059622210412,3913
0.31,4,5,1,61.7,56.0,6.075346031088684,435
1.5,0,4,2,64.3,58.0,9.254357257392957,10450
0.31,4,2,7,62.1,54.0,6.952728644624869,1046
1.01,2,2,2,63.3,56.0,8.448700194970938,4669
0.56,2,2,3,61.8,54.1,7.362645270417825,1576
0.32,4,6,3,61.8,55.0,6.48768401848461,657
2.03,1,1,2,62.7,61.0,9.638153883748108,15339
1.58,3,0,5,61.0,58.0,8.934850340289763,7592
1.03,4,5,4,61.7,56.0,9.022081222515475,8284
1.21,4,5,2,62.2,54.1,8.886132618174951,7231
0.4,4,5,5,61.5,55.0,6.962243464266207,1056
0.42,3,3,3,59.5,59.0,6.99117688712121,1087
0.3,4,6,3,62.0,56.0,6.565264970035361,710
0.38,4,5,2,61.7,58.0,6.489204931325317,658
0.38,2,1,2,59.7,62.0,6.398594934535208,601
0.43,4,6,4,62.1,56.0,7.142036574706803,1264
0.51,4,6,3,62.1,56.0,7.540090320145325,1882
0.54,4,4,4,60.7,59.0,7.522400231387125,1849
0.32,4,1,6,62.4,55.0,6.628041376179533,756
1.01,2,3,3,63.4,55.0,8.764990330169104,6406
0.71,4,2,1,59.4,57.0,7.722234744709607,2258
1.53,2,5,4,60.7,60.0,9.611194867526663,14931
0.35,2,4,7,62.0,54.0,6.934397209928558,1027
0.31,4,6,1,62.1,57.0,6.135564891081739,462
1.72,2,5,2,62.2,58.0,9.677088708501246,15948
1.55,3,1,3,61.3,58.0,8.94324493313279,7656
1.73,3,4,2,58.0,62.0,9.50039462857302,13365
1.91,0,2,1,64.6,56.0,8.79966169681513,6632
1.19,2,5,0,60.2,61.0,8.162801353492073,3508
1.03,3,5,1,61.7,61.0,8.262558973010657,3876
0.7,1,4,3,62.6,61.0,7.85979918056211,2591
0.3,3,5,2,61.3,60.0,6.26530121273771,526
1.28,4,3,7,61.7,56.0,9.500020447090638,13360
0.56,2,6,2,63.9,56.0,7.363913501405819,1578
0.3,4,4,2,62.7,54.0,6.152732694704104,470
0.7,3,3,6,62.0,61.0,7.983440063006542,2932
2.26,4,1,1,61.5,57.0,9.655410734676707,15606
0.51,4,6,1,62.8,57.0,7.214504414151143,1359
0.62,4,2,4,61.4,56.0,7.537962659768208,1878
0.4,4,4,3,60.6,55.0,6.7357800142423265,842
1.52,3,1,2,61.9,58.0,9.045111892608405,8477
0.97,3,3,2,62.6,58.0,8.389359819906353,4400
1.0,2,3,2,63.1,56.0,8.365206834418355,4295
0.71,2,5,2,61.9,56.0,7.805882040228621,2455
1.0,3,4,1,62.4,56.0,8.28828304520769,3977
0.68,2,4,5,57.3,60.0,8.043020885298283,3112
0.57,2,1,2,61.8,57.0,7.067319848653476,1173
0.74,3,1,1,60.6,60.0,7.497207223203318,1803
0.71,4,0,5,60.3,61.0,7.70796153183549,2226
1.07,2,3,1,62.9,59.0,8.371242135931933,4321
1.01,3,5,1,60.4,60.0,8.492490578775866,4878
1.15,3,5,1,61.7,59.0,8.555066843844319,5193
1.01,2,5,1,63.3,58.0,8.429672593886743,4581
1.25,4,5,5,60.9,60.0,9.473166068429098,13006
1.08,3,6,1,62.1,58.0,8.544419177669829,5138
1.0,2,6,2,60.1,60.0,8.454679286026995,4697
1.01,2,0,2,63.0,54.0,8.341410211461865,4194
1.5,1,5,1,63.5,59.0,9.135724578595394,9281
1.01,3,1,2,58.6,62.0,8.311889558230359,4072
0.73,4,2,7,62.3,55.0,8.23880116587155,3785
0.36,3,4,3,59.4,56.0,6.807934943699926,905
1.31,2,3,1,63.4,58.0,8.458292083496076,4714
0.53,3,4,2,60.9,59.0,7.2640301428995295,1428
1.01,3,4,1,62.2,59.0,8.392989587956931,4416
0.44,4,2,2,60.9,57.0,6.974478911025045,1069
0.41,4,4,3,62.6,57.0,6.760414691083428,863
0.31,4,3,5,61.5,56.0,6.532334292222349,687
0.91,2,1,2,63.5,57.0,7.955775781534187,2852
0.36,4,2,5,62.3,57.0,6.587550014824796,726
0.72,4,0,2,62.3,55.0,7.675081857716334,2154
0.25,1,4,6,59.1,60.0,6.194405391104672,490
0.25,1,2,6,60.6,64.0,5.993961427306569,401
0.33,2,5,2,62.0,60.0,6.361302477572996,579
0.33,3,3,4,61.6,58.0,6.74993119378857,854
1.01,2,2,2,62.5,58.0,8.367764677924308,4306
0.32,4,6,1,61.4,56.0,6.1675164908883415,477
0.52,2,4,6,61.7,56.0,7.6984827878809465,2205
1.53,3,5,2,61.3,59.0,9.461176908307142,12851
0.31,3,5,3,62.6,58.0,6.522092798170152,680
0.31,4,2,2,62.7,56.0,6.35088571671474,573
0.52,1,1,2,63.6,60.0,6.885509670034818,978
1.06,4,1,4,61.2,57.0,8.639587799629844,5651
1.07,4,3,5,61.9,56.0,9.1235835080499,9169
0.3,2,6,5,62.9,56.0,6.62273632394984,752
0.55,4,6,2,62.1,56.0,7.359467638255621,1571
1.16,0,2,1,66.3,57.0,8.348064228408266,4222
1.0,3,3,4,61.2,58.0,8.773694146384443,6462
1.01,3,4,1,62.6,54.0,8.404696160189092,4468
0.57,2,4,5,62.6,58.0,7.550661243105336,1902
1.7,2,4,3,60.8,60.0,9.775483711951761,17597
0.7,2,4,4,62.1,57.0,7.99799931797973,2975
0.7,3,5,3,60.7,62.0,7.945201132412759,2822
0.37,4,0,4,62.6,57.0,6.18826412308259,487
0.76,4,2,3,62.0,56.0,8.280964400553373,3948
0.69,2,3,5,63.8,53.7,7.845024417241484,2553
1.0,1,4,2,63.6,62.0,8.412721169819527,4504
0.78,4,3,1,61.5,56.0,7.903226808730733,2706
1.2,1,1,2,62.3,58.0,8.558527054909215,5211
1.11,3,6,2,62.0,58.0,8.848222068371385,6962
0.4,4,5,2,62.2,54.0,6.511745329644728,673
0.3,4,4,6,62.4,57.0,6.672032945461067,790
0.31,2,6,2,60.2,56.0,6.3473892096560105,571
0.5,3,3,6,61.3,57.0,7.594381242551817,1987
0.53,4,6,3,61.8,57.0,7.434847875211999,1694
1.15,2,2,1,63.2,58.0,8.469472455204826,4767
1.01,2,3,1,63.7,57.0,8.411388132519262,4498
0.32,4,4,2,61.4,54.0,6.373319789577012,586
1.05,2,4,3,62.8,57.0,8.82585367025321,6808
1.5,3,5,3,59.5,58.0,9.574010790427302,14386
0.6,4,3,6,62.1,56.0,8.006700845440367,3001
1.01,0,6,1,64.6,62.0,8.420241665339788,4538
0.33,4,5,6,62.6,58.0,6.747586526829315,852
1.09,3,3,3,60.6,62.0,8.724695046740491,6153
1.01,3,5,1,59.4,59.0,8.275885669474356,3928
0.32,4,5,3,62.2,55.0,6.802394763324311,900
0.57,4,3,3,61.8,56.0,7.454719949364001,1728
1.5,2,2,4,63.4,56.0,9.267098705794792,10584
1.2,4,1,2,61.8,56.0,8.59637398929068,5412
1.24,2,0,2,61.6,60.0,8.52615293278771,5045
0.52,2,5,3,62.3,57.0,7.4318919168078,1689
1.21,3,6,4,60.2,59.0,9.218606116393214,10083
0.32,3,1,2,62.7,58.0,6.317164686747284,554
2.3,3,3,0,60.2,59.0,8.885440911707585,7226
0.36,3,3,2,61.8,60.0,6.535241271013659,689
1.01,2,4,3,62.1,57.0,8.867568333206442,7098
0.34,4,3,5,61.9,57.0,6.652863029353347,775
0.55,4,4,5,62.4,55.0,7.715123603632105,2242
0.41,4,3,7,62.3,55.0,7.220373836723949,1367
0.41,3,0,3,61.9,59.0,6.664409020350408,784
0.43,4,2,5,61.3,56.0,6.849066282633458,943
0.34,2,1,5,61.3,57.0,6.39024066706535,596
1.5,1,3,4,63.8,58.0,9.526609901279876,13720
0.5,1,5,2,64.0,56.0,7.104144092987527,1217
0.36,4,3,3,62.3,54.0,6.361302477572996,579
1.0,1,6,4,64.0,58.0,8.740336742730447,6250
0.7,2,5,1,59.6,63.0,7.745002803515839,2310
2.01,3,2,2,62.7,59.0,9.789702763229508,17849
1.05,4,1,5,61.8,53.0,8.688116703257823,5932
0.7,2,5,3,63.5,54.0,7.968665700466235,2889
1.09,4,4,2,62.0,56.0,8.668368019213355,5816
1.5,1,2,1,57.3,62.0,8.671286726753637,5833
0.7,4,4,2,62.3,56.0,7.83002808253384,2515
0.31,4,5,6,61.0,57.0,6.828712071641684,924
0.32,4,5,3,62.1,54.0,6.802394763324311,900
0.3,2,3,6,62.7,59.0,6.670766320845874,789
1.53,3,1,1,62.7,62.0,8.907747686788648,7389
0.36,4,4,2,61.5,57.0,6.396929655216146,600
0.31,2,3,6,62.1,59.0,6.704414354964107,816
1.59,1,4,1,63.6,57.0,9.116029692504942,9100
1.5,4,4,3,62.4,55.0,9.560926818574357,14199
0.32,4,4,5,61.6,55.0,6.851184927493743,945
2.01,4,3,3,63.0,56.0,9.807637226879294,18172
0.83,4,6,2,61.9,56.0,8.33302993974291,4159
0.57,3,6,2,63.0,59.0,7.575071699507561,1949
0.71,2,2,2,61.5,56.0,7.81237820598861,2471
0.5,2,3,2,60.0,63.0,7.1592919047975645,1286
1.33,3,1,4,61.5,58.0,8.848365694942547,6963
0.9,1,3,2,63.7,58.0,8.207674424355282,3669
0.32,4,6,2,62.8,56.0,6.628041376179533,756
1.12,4,4,3,60.9,55.0,8.833171133022866,6858
0.41,4,5,4,62.1,55.0,7.050122520269059,1153
1.35,3,2,4,62.3,58.0,9.052867513151618,8543
0.54,4,1,3,61.9,56.0,7.138866999945524,1260
1.58,4,3,7,62.2,57.0,9.760136677640245,17329
0.5,2,4,6,63.5,60.0,7.589841512182657,1978
0.6,2,6,2,60.0,56.0,7.518064181233078,1841
0.33,4,5,3,61.9,56.0,6.583409222158765,723
1.07,1,3,2,63.1,59.0,8.488999457045455,4861
1.16,2,6,2,61.8,58.0,8.647343875881283,5695
2.0,1,0,3,58.0,62.0,9.51355124604559,13542
0.3,2,3,4,62.8,59.0,6.405228458030842,605
0.42,4,3,5,62.2,56.0,6.93828448401696,1031
1.11,4,2,1,62.0,54.0,8.429017500512511,4578
0.31,4,3,5,62.1,54.0,6.532334292222349,687
0.3,3,1,4,63.0,53.0,6.410174881966167,608
0.3,2,1,2,63.5,57.0,6.226536669287466,506
